Actual_Yield,Predicted_Yield
8.05549547200127,7.866323
8.466226876179327,8.396338
6.485448538989515,6.390207
10.193380622928084,10.683106
6.398799000343087,6.2894287
9.059307395156894,9.135681
6.983480997273808,7.2603574
10.739964075537602,10.47217
8.99703622491084,8.913118
5.942244544326071,6.1011286
10.92015144843161,10.682728
5.910454180925739,5.9979377
12.060454220923488,11.747368
12.022494900055165,12.03186
12.08209315225853,12.4701
11.888468241887434,12.490991
6.467919089716812,6.4180317
6.498241033463963,6.3821692
8.435168212526717,8.479457
6.129817790703648,6.054629
10.40389926949667,10.826956
11.0,10.536418
7.457227818840398,7.47172
6.453752909370476,6.3730454
11.03975751756255,11.227388
11.09063774831528,11.122244
10.583844448488104,10.568697
6.263301320524727,6.09209
8.402432229583574,8.457424
8.574605279232564,8.460023
8.895172066997162,9.127022
5.530652890877563,5.5112634
7.146135318689481,6.922154
6.5798888069383175,6.425966
10.432958830628968,10.750197
6.519973065026896,6.449656
10.0,10.262375
11.908466634366254,10.735783
6.432730672539208,6.4201264
7.562656300589242,7.4201446
8.495814982512021,8.512798
7.000938173811421,7.4727283
7.982282483272345,8.316498
10.498001218622496,10.75003
6.911228866366016,6.8200245
10.483965476315824,10.437988
7.272139219207753,7.516888
5.296654795470145,5.470994
6.005068605656266,5.484757
9.702960883037164,9.733443
6.552672970681764,6.415121
5.447024635049059,5.48942
7.981316042481673,7.882806
8.612202229435304,8.529226
6.098225577597263,5.5162473
8.520638846749083,8.535262
11.95153766709592,10.520512
12.002969930387186,11.286711
7.859071661200501,8.036243
9.9852884211035,9.677027
11.941026826529423,11.275091
5.3911396706403005,5.45082
10.011307272107196,10.0594
8.880388371326916,9.207213
9.377264319431188,9.644896
8.391032533290879,8.440154
8.166437258151529,7.868805
7.948148952823031,7.843326
7.0,6.9320617
9.310569758724514,9.78269
5.455961371128694,5.4612627
6.024848643155741,5.4940343
10.442511295535692,10.4014435
6.411867636429627,6.4027276
8.11034429074395,7.8530135
9.224002430555943,9.87459
10.879815097474443,10.576422
5.992975516724244,5.4820757
7.0910359244007735,7.4308524
7.5875210652065075,7.4063764
6.617153373154122,6.42901
11.921011073700663,11.9648695
10.587313527266144,10.747151
6.813375534998172,6.8914866
6.436681516218791,6.3635187
8.587415484433,8.41123
6.480024860457595,6.417174
8.904782506705622,9.067518
9.59534478946387,10.070936
10.998263858842604,10.205296
10.692917777645889,10.903202
8.036270508365575,7.972699
7.853917212547583,8.27327
8.570494622490358,8.450597
7.057209852420977,7.10866
10.559422459147507,10.511665
10.021375565722773,10.591692
9.945538166866184,10.521656
5.653707127754568,5.5088706
9.646142797869654,9.84178
5.457429578597527,5.4729686
6.411240426372741,6.4057374
12.060606178074488,11.636468
6.801607245267248,7.4246254
7.485410251864557,7.3818593
7.10314692706207,6.724288
8.430970907160848,8.257046
5.93572189527567,5.8152246
6.050153327844127,5.8391323
6.990691866435289,6.7933764
5.8935698106862775,6.163213
8.500782166386216,8.230464
10.058924387644913,10.247009
10.391701689321282,10.397786
5.412044714511635,5.454055
7.38593168788883,7.3072877
7.951333402559225,8.094234
5.3111789154278295,5.4613338
6.512107399541408,6.4440207
10.966171511956846,10.845304
10.413548543867169,10.69598
10.520334816949084,10.900183
11.97621653949732,11.663869
6.845862149800926,6.9803247
8.099346685833117,8.016518
10.442196622204962,10.446935
6.427698647506582,6.5143957
9.525755728809385,10.044237
8.65772319776333,8.325199
7.4590760587214495,7.347605
8.529720124339494,8.442848
7.524008695071295,7.337305
10.460175234434985,10.438036
5.599340990449466,5.4676986
9.861259122947294,10.510854
7.317898962942611,7.3957186
6.484879980933024,6.4374404
10.0,10.482144
9.870320178248,10.222494
10.051190092853124,9.8773155
8.850667111218508,9.121094
5.514015681132656,5.4918494
6.952657155319645,6.906836
9.353670975369967,10.123858
7.471813871957594,7.3526144
9.630353292862509,10.144246
5.525864088906214,5.508985
8.498370972611058,8.524359
7.020471376992715,7.064849
10.578005116235683,10.44269
6.335392466717717,6.3741956
10.423351034220524,10.853687
11.787474465960845,10.9737015
7.276197914409464,7.372148
6.984463612775556,6.900109
8.749229671544654,8.830894
11.901632151564256,10.806768
12.05494016110288,10.571114
8.4934813359012,8.423421
10.10457443559383,10.351705
9.813827326507363,10.49205
10.582505929002826,10.409132
9.018658653058043,9.173438
10.987918926183635,10.069178
5.604598239560911,5.4995136
8.513974132499644,8.348849
8.423377661343137,8.461322
5.4884627515823095,5.541069
7.0,7.077973
10.959521971194285,10.958847
6.111743927704619,5.807551
8.049078036757281,8.041554
6.023834197269854,5.8941784
6.99061619999874,7.3720894
7.070386339802188,6.9207845
10.116173796437044,10.509783
9.21408759277032,9.053585
8.855696088652136,9.081102
9.016527101027902,10.090075
6.243730188975968,6.078155
8.146637657939593,7.546182
9.885598150987374,10.7444315
7.382815610986404,7.5039754
5.896301978843521,5.977508
10.03644797588298,10.272306
6.604650257468883,6.380833
9.007928032144523,8.893607
6.642899992870339,6.442075
6.913744556041754,6.909752
5.3925680864740855,5.488543
5.582346337675104,5.4784937
8.438317404398296,8.434935
10.93270820140786,10.457674
7.002230893165972,6.952357
8.485120247150608,8.457324
8.54459617956236,8.447162
9.0139316034887,8.88836
8.95130655442608,8.899052
9.56551747236119,10.147384
11.904746761396186,11.832745
5.934934704933366,5.8573256
6.5981912265155005,6.431099
6.985245390631296,7.2294955
7.141443479154218,6.75537
7.586110849757327,7.38696
8.3420307693529,8.463288
11.09735855771927,11.650812
7.438914797198714,7.283685
10.993441412151768,10.558118
5.355748961113771,5.478519
11.134253212304651,10.876593
10.035579178542475,10.317048
9.012608972534016,10.49018
11.055603121185817,10.5103035
12.07744921283509,12.45818
7.782090174229527,8.029632
5.427315736792731,5.529072
8.0198756451996,7.862283
6.15383631036474,5.922836
10.944505398570294,10.023157
6.958057330268876,6.8657613
12.07226841874938,10.917921
8.356940577753427,8.422672
6.087874170770414,6.031689
6.501795101480639,6.4143586
5.697315411785126,5.484386
11.0,10.663731
7.082324211255997,7.153477
9.95916805138787,10.475423
9.027362084022732,8.370333
5.987141429902521,5.8349915
6.46556332638363,6.4841576
9.334495121876756,9.7367735
6.914477839821916,6.916678
6.364116688178056,6.442098
7.880878182381855,8.06586
9.39785432449309,9.737788
8.43589838151098,8.454476
8.49185724321873,8.318421
7.71210178083786,7.487163
9.533718265806543,10.142099
10.054120842666707,10.528219
9.002767303593378,10.653158
7.657846013154449,7.4900403
8.43452619781619,8.526871
9.64556693210812,10.220964
5.967021495056709,5.4961333
8.94417991786559,8.778488
9.15429726220018,8.332823
7.985397418658628,8.050535
7.0624159851497055,6.9682336
9.461552949109963,10.073616
5.601129917911515,5.468414
7.498926944373472,7.2759705
9.61015522559352,9.660484
10.94710879388682,10.610275
10.959096019626038,11.785464
8.464117696727515,8.4051695
10.571160611527874,10.384462
9.496028844691391,10.075388
10.361575146165093,10.812874
5.645801012633885,5.472587
6.0,5.8656716
6.034644705920204,6.031815
11.0,11.585724
5.574264382375475,5.461841
8.06793309054565,8.0071945
8.500919615346998,8.476827
8.598402925638547,8.331805
9.54686592996766,9.75485
9.97282254574125,9.927837
8.364393630892787,8.30519
7.443676557839813,7.3807864
6.033364405894829,5.465578
7.780374393567044,8.095625
12.158038170641262,11.923502
8.1015703717014,7.9964814
10.479389675536172,10.423679
7.662933788703893,7.247977
9.460365635958768,9.687515
6.425903823559973,6.435292
10.799226425584482,10.49572
5.54093940075279,5.46948
7.45046966899017,7.3535767
10.382829445035906,10.473063
5.6093275935627815,5.4801774
10.087375542815805,9.512367
9.461694675052277,9.556435
9.620369150530038,9.601425
10.788962664232006,10.466818
6.020278020427289,5.5019655
7.420348854686346,7.438357
7.829712833871099,8.333753
9.860564787437076,10.327283
5.719416399611541,5.4873743
11.072081133265357,10.885174
6.599184980878523,6.452501
11.164711663696856,10.621222
6.958482194662548,7.084255
10.587145862680718,10.527897
11.907858309754566,11.854351
6.019997519344163,6.078054
5.348390155450755,5.453844
6.455937899270595,6.4629936
