Actual_Yield,Predicted_Yield
8.05549547200127,7.924647
8.466226876179327,8.441239
6.485448538989515,6.6014204
10.193380622928084,10.871115
6.398799000343087,6.4175105
9.059307395156894,9.086466
6.983480997273808,7.241185
10.739964075537602,10.24049
8.99703622491084,9.032175
5.942244544326071,5.929914
10.92015144843161,10.423628
5.910454180925739,6.2356863
12.060454220923488,11.764463
12.022494900055165,11.804253
12.08209315225853,12.260216
11.888468241887434,12.282888
6.467919089716812,6.548701
6.498241033463963,6.3490777
8.435168212526717,8.530699
6.129817790703648,6.3319206
10.40389926949667,10.966942
11.0,10.219809
7.457227818840398,7.374566
6.453752909370476,6.58938
11.03975751756255,11.094006
11.09063774831528,11.15884
10.583844448488104,10.646324
6.263301320524727,6.301246
8.402432229583574,8.565666
8.574605279232564,8.536657
8.895172066997162,9.110113
5.530652890877563,5.483368
7.146135318689481,6.9624686
6.5798888069383175,6.6161494
10.432958830628968,10.922602
6.519973065026896,6.661464
10.0,10.094299
11.908466634366254,10.775982
6.432730672539208,6.5521493
7.562656300589242,7.393873
8.495814982512021,8.506226
7.000938173811421,7.3525004
7.982282483272345,8.007463
10.498001218622496,10.904352
6.911228866366016,7.088934
10.483965476315824,10.213989
7.272139219207753,7.4048223
5.296654795470145,5.4049926
6.005068605656266,5.4224358
9.702960883037164,9.707331
6.552672970681764,6.6201296
5.447024635049059,5.4287643
7.981316042481673,7.911439
8.612202229435304,8.516964
6.098225577597263,5.4648604
8.520638846749083,8.524019
11.95153766709592,10.527956
12.002969930387186,11.366667
7.859071661200501,7.9449687
9.9852884211035,9.8855915
11.941026826529423,11.366203
5.3911396706403005,5.431948
10.011307272107196,10.022837
8.880388371326916,9.183783
9.377264319431188,9.544201
8.391032533290879,8.532974
8.166437258151529,7.902477
7.948148952823031,8.232563
7.0,7.336891
9.310569758724514,9.643915
5.455961371128694,5.4286942
6.024848643155741,5.4344683
10.442511295535692,10.208954
6.411867636429627,6.413923
8.11034429074395,8.227602
9.224002430555943,9.619116
10.879815097474443,10.475481
5.992975516724244,5.4049206
7.0910359244007735,7.289593
7.5875210652065075,7.591008
6.617153373154122,6.5557513
11.921011073700663,11.779356
10.587313527266144,10.897676
6.813375534998172,6.8502336
6.436681516218791,6.4877095
8.587415484433,8.493087
6.480024860457595,6.3478417
8.904782506705622,9.03858
9.59534478946387,9.90258
10.998263858842604,10.074739
10.692917777645889,11.024319
8.036270508365575,7.9046583
7.853917212547583,8.270794
8.570494622490358,8.54834
7.057209852420977,7.0602975
10.559422459147507,10.221622
10.021375565722773,10.783287
9.945538166866184,10.709179
5.653707127754568,5.543174
9.646142797869654,9.748989
5.457429578597527,5.404713
6.411240426372741,6.621322
12.060606178074488,11.488386
6.801607245267248,7.587483
7.485410251864557,7.6056743
7.10314692706207,7.259876
8.430970907160848,8.502796
5.93572189527567,6.0381274
6.050153327844127,6.0605364
6.990691866435289,7.1454797
5.8935698106862775,6.4437957
8.500782166386216,8.4823265
10.058924387644913,10.086441
10.391701689321282,10.118305
5.412044714511635,5.4156938
7.38593168788883,7.532427
7.951333402559225,8.239009
5.3111789154278295,5.4122496
6.512107399541408,6.672148
10.966171511956846,10.817814
10.413548543867169,10.855532
10.520334816949084,11.03261
11.97621653949732,11.702131
6.845862149800926,6.8531795
8.099346685833117,7.868542
10.442196622204962,10.599184
6.427698647506582,6.394509
9.525755728809385,9.817476
8.65772319776333,8.378038
7.4590760587214495,7.5730977
